Fördernehmer,ID,Type,Ressourcenadresse,KontextadresseTitel,Language,Date,Creator,Contributor
LAS Salzburg,o:szd.1572,Letter,https://gams.uni-graz.at/o:szd.1572,https://gams.uni-graz.at/o:szd.1572/DC,"Brief an Richard Friedenthal vom 15. Januar 1942, SZ-AAP/B2.37",de,15.1.1942,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1573,Letter,https://gams.uni-graz.at/o:szd.1573,https://gams.uni-graz.at/o:szd.1573/DC,"Ansichtspostkarte an Richard Friedenthal, o. D., SZ-AAP/B2.38",de,,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1579,Letter,https://gams.uni-graz.at/o:szd.1579,https://gams.uni-graz.at/o:szd.1579/DC,"Brief an Stefan Zweig vom 15. Mai 1940, SZ-AAP/B3.15",de,15.5.1940,"Czech, Suzanne",
LAS Salzburg,o:szd.1580,Letter,https://gams.uni-graz.at/o:szd.1580,https://gams.uni-graz.at/o:szd.1580/DC,"Brief an Stefan Zweig vom 10. Juli 1939, SZ-AAP/B3.6",de,10.7.1939,"Czech, Suzanne",
LAS Salzburg,o:szd.1581,Letter,https://gams.uni-graz.at/o:szd.1581,https://gams.uni-graz.at/o:szd.1581/DC,"Brief an Stefan Zweig vom 12. Juli 1939, SZ-AAP/B3.7",de,12.7.1939,"Czech, Suzanne",
LAS Salzburg,o:szd.1584,Letter,https://gams.uni-graz.at/o:szd.1584,https://gams.uni-graz.at/o:szd.1584/DC,"Briefkarte an Erich Ami Kaemmerer vom 8. Januar 1940, SZ-SHB/B3.3",de,8.1.1940,"Zweig, Stefan","Kaemmerer, Erich Ami"
LAS Salzburg,o:szd.1585,Letter,https://gams.uni-graz.at/o:szd.1585,https://gams.uni-graz.at/o:szd.1585/DC,"Brief an Hans Deißinger vom 12. Dezember 1932, HD-AHL/B1",de,12.12.1932,"Zweig, Stefan","Deißinger, Hans"
LAS Salzburg,o:szd.1586,Letter,https://gams.uni-graz.at/o:szd.1586,https://gams.uni-graz.at/o:szd.1586/DC,"Postkarte an Richard Friedenthal vom 25. Juli 1924, SZ-AAP/B2.1",de,25.7.1924,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1587,Letter,https://gams.uni-graz.at/o:szd.1587,https://gams.uni-graz.at/o:szd.1587/DC,"Brief an Richard Friedenthal vom 10. März 1925, SZ-AAP/B2.10",de,10.3.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1588,Letter,https://gams.uni-graz.at/o:szd.1588,https://gams.uni-graz.at/o:szd.1588/DC,"Postkarte an Richard Friedenthal vom 11. März 1925, SZ-AAP/B2.11",de,11.3.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1589,Letter,https://gams.uni-graz.at/o:szd.1589,https://gams.uni-graz.at/o:szd.1589/DC,"Postkarte an Richard Friedenthal vom 27. März 1925, SZ-AAP/B2.12",de,27.3.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1590,Letter,https://gams.uni-graz.at/o:szd.1590,https://gams.uni-graz.at/o:szd.1590/DC,"Brief an Richard Friedenthal vom 18. April 1925, SZ-AAP/B2.13",de,18.4.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1591,Letter,https://gams.uni-graz.at/o:szd.1591,https://gams.uni-graz.at/o:szd.1591/DC,"Brief an Richard Friedenthal vom 19. Mai 1925, SZ-AAP/B2.14",de,19.5.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1592,Letter,https://gams.uni-graz.at/o:szd.1592,https://gams.uni-graz.at/o:szd.1592/DC,"Brief an Richard Friedenthal vom 22. Juni 1925, SZ-AAP/B2.15",de,22.6.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1593,Letter,https://gams.uni-graz.at/o:szd.1593,https://gams.uni-graz.at/o:szd.1593/DC,"Brief an Richard Friedenthal vom 5. August 1925, SZ-AAP/B2.16",de,5.8.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1594,Letter,https://gams.uni-graz.at/o:szd.1594,https://gams.uni-graz.at/o:szd.1594/DC,"Brief an Richard Friedenthal vom 24. August 1925, SZ-AAP/B2.17",de,24.8.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1595,Letter,https://gams.uni-graz.at/o:szd.1595,https://gams.uni-graz.at/o:szd.1595/DC,"Brief an Richard Friedenthal vom 28. September 1925, SZ-AAP/B2.18",de,28.9.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1596,Letter,https://gams.uni-graz.at/o:szd.1596,https://gams.uni-graz.at/o:szd.1596/DC,"Brief an Richard Friedenthal vom 10. Oktober 1925, SZ-AAP/B2.19",de,10.10.1925,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1597,Letter,https://gams.uni-graz.at/o:szd.1597,https://gams.uni-graz.at/o:szd.1597/DC,"Brief an Richard Friedenthal vom 9. September 1924, SZ-AAP/B2.2",de,9.9.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1598,Letter,https://gams.uni-graz.at/o:szd.1598,https://gams.uni-graz.at/o:szd.1598/DC,"Brief an Richard Friedenthal vom 22. September 1924, SZ-AAP/B2.3",de,22.9.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1599,Letter,https://gams.uni-graz.at/o:szd.1599,https://gams.uni-graz.at/o:szd.1599/DC,"Brief an Richard Friedenthal vom 9. Oktober 1924, SZ-AAP/B2.4",de,9.10.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1600,Letter,https://gams.uni-graz.at/o:szd.1600,https://gams.uni-graz.at/o:szd.1600/DC,"Brief an Richard Friedenthal vom 18. November 1924, SZ-AAP/B2.5",de,18.11.1924,"Zweig, Stefan","Friedenthal, Richard"
LAS Salzburg,o:szd.1601,Letter,https://gams.uni-graz.at/o:szd.1601,https://gams.uni-graz.at/o:szd.1601/DC,"Brief an Richard Friedenthal vom 10. Dezember 1924, SZ-AAP/B2.6",de,10.12.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1602,Letter,https://gams.uni-graz.at/o:szd.1602,https://gams.uni-graz.at/o:szd.1602/DC,"Postkarte an Richard Friedenthal vom 16. Dezember 1924, SZ-AAP/B2.7",de,16.12.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1603,Letter,https://gams.uni-graz.at/o:szd.1603,https://gams.uni-graz.at/o:szd.1603/DC,"Brief an Richard Friedenthal vom 26. Januar 1925, SZ-AAP/B2.8",de,26.1.1925,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1604,Letter,https://gams.uni-graz.at/o:szd.1604,https://gams.uni-graz.at/o:szd.1604/DC,"Postkarte an Richard Friedenthal vom 5. März 1925, SZ-AAP/B2.9",de,5.3.1925,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1605,Letter,https://gams.uni-graz.at/o:szd.1605,https://gams.uni-graz.at/o:szd.1605/DC,"Brief an das Schweizerische Vereinssortiment Olten vom 14. Juni 1938, SZ-AAP/B1.250",de,14.6.1938,"Zweig, Stefan",Schweizerische Vereinssortiment Olten
LAS Salzburg,o:szd.1606,Letter,https://gams.uni-graz.at/o:szd.1606,https://gams.uni-graz.at/o:szd.1606/DC,"Brief an das Schweizerische Vereinssortiment Olten vom 14. Juni 1938, SZ-AAP/B1.251",de,14.6.1938,"Kauffmann, Alfred",Schweizerische Vereinssortiment Olten
LAS Salzburg,o:szd.1607,Letter,https://gams.uni-graz.at/o:szd.1607,https://gams.uni-graz.at/o:szd.1607/DC,"Brief an Alfred Kauffmann vom 14. Juni 1938, SZ-AAP/B1.252",de,14.6.1938,"Zweig, Stefan",Alfred Kauffmann
LAS Salzburg,o:szd.1608,Letter,https://gams.uni-graz.at/o:szd.1608,https://gams.uni-graz.at/o:szd.1608/DC,"Brief an Stefan Zweig vom 15. Juni 1938, SZ-AAP/B1.253",de,15.6.1938,"Kauffmann, Alfred",
LAS Salzburg,o:szd.1609,Letter,https://gams.uni-graz.at/o:szd.1609,https://gams.uni-graz.at/o:szd.1609/DC,"Brief an Lotte Altmann vom 17. Juni 1938, SZ-AAP/B1.254",de,17.6.1938,J. Strobl Vereinigte Wiener Großbuchbinderien AG,"Altmann, Lotte"
LAS Salzburg,o:szd.1610,Letter,https://gams.uni-graz.at/o:szd.1610,https://gams.uni-graz.at/o:szd.1610/DC,"Brief an Stefan Zweig vom 22. Juni 1938, SZ-AAP/B1.255",de,22.6.1938,Schweizerisches Vereinssortiment Olten,
LAS Salzburg,o:szd.1611,Letter,https://gams.uni-graz.at/o:szd.1611,https://gams.uni-graz.at/o:szd.1611/DC,"Brief an Stefan Zweig vom 5. Juli 1938, SZ-AAP/B1.256",de,5.7.1938,"Meulenhoff, Johannes Marius",
LAS Salzburg,o:szd.1612,Letter,https://gams.uni-graz.at/o:szd.1612,https://gams.uni-graz.at/o:szd.1612/DC,"Brief an Meulenhoff en Co. vom 6. Juli 1938, SZ-AAP/B1.257",de,6.7.1938,"Zweig, Stefan",Meulenhoff en Co.
LAS Salzburg,o:szd.1613,Letter,https://gams.uni-graz.at/o:szd.1613,https://gams.uni-graz.at/o:szd.1613/DC,"Brief an Stefan Zweig vom 8. Juli 1938, SZ-AAP/B1.258",de,8.7.1938,Schweizerisches Vereinssortiment Olten,
LAS Salzburg,o:szd.1614,Letter,https://gams.uni-graz.at/o:szd.1614,https://gams.uni-graz.at/o:szd.1614/DC,"Brief an Stefan Zweig vom 12. Juli 1938, SZ-AAP/B1.259",de,12.7.1938,"Meulenhoff, Johannes Marius",
LAS Salzburg,o:szd.1615,Letter,https://gams.uni-graz.at/o:szd.1615,https://gams.uni-graz.at/o:szd.1615/DC,"Brief an den Herbert Reichner Verlag vom 13. Juli 1938, SZ-AAP/B1.260",de,13.7.1938,"Geiringer, Josef",Herbert Reichner Verlag
LAS Salzburg,o:szd.1616,Letter,https://gams.uni-graz.at/o:szd.1616,https://gams.uni-graz.at/o:szd.1616/DC,"Brief an Meulenhoff en Co. vom 14. Juli 1938, SZ-AAP/B1.261",de,14.7.1938,"Zweig, Stefan",Meulenhoff en Co.
LAS Salzburg,o:szd.1617,Letter,https://gams.uni-graz.at/o:szd.1617,https://gams.uni-graz.at/o:szd.1617/DC,"Brief an Cassell and Company, Ltd. vom 20. Juli 1938, SZ-AAP/B1.262",de,20.7.1938,"Tressl, Otto J.","Cassell and Company, Ltd."
LAS Salzburg,o:szd.1618,Letter,https://gams.uni-graz.at/o:szd.1618,https://gams.uni-graz.at/o:szd.1618/DC,"Brief an Stefan Zweig vom 22. Juli 1938, SZ-AAP/B1.263",de,22.7.1938,"Meulenhoff, Johannes Marius",
LAS Salzburg,o:szd.1619,Letter,https://gams.uni-graz.at/o:szd.1619,https://gams.uni-graz.at/o:szd.1619/DC,"Brief an Meulenhoff, Johannes Marius vom 29. Juli 1938, SZ-AAP/B1.264",de,29.7.1938,"Zweig, Stefan","Meulenhoff, Johannes Marius"
LAS Salzburg,o:szd.1620,Letter,https://gams.uni-graz.at/o:szd.1620,https://gams.uni-graz.at/o:szd.1620/DC,"Brief an Cassell and Company, Ltd. vom 19. August 1938, SZ-AAP/B1.265",de,19.8.1938,"Tressl, Otto J.","Cassell and Company, Ltd."
LAS Salzburg,o:szd.1621,Letter,https://gams.uni-graz.at/o:szd.1621,https://gams.uni-graz.at/o:szd.1621/DC,"Brief an Unbekannt, o. D., SZ-AAP/B1.266",de,,"Zweig, Stefan",Unbekannt
LAS Salzburg,o:szd.1622,Letter,https://gams.uni-graz.at/o:szd.1622,https://gams.uni-graz.at/o:szd.1622/DC,"Brief an Unbekannt, o. D., SZ-AAP/B1.267",de,,"Zweig, Stefan",Unbekannt
LAS Salzburg,o:szd.1623,Letter,https://gams.uni-graz.at/o:szd.1623,https://gams.uni-graz.at/o:szd.1623/DC,"Brief an Stefan Zweig, o. D., SZ-AAP/B1.268",de,,"Modern, Klara",
LAS Salzburg,o:szd.1624,Letter,https://gams.uni-graz.at/o:szd.1624,https://gams.uni-graz.at/o:szd.1624/DC,"Brief an Richard Friedenthal vom 9. September 1924, SZ-AAP/B2.2",de,9.9.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1625,Letter,https://gams.uni-graz.at/o:szd.1625,https://gams.uni-graz.at/o:szd.1625/DC,"Brief an Richard Friedenthal vom 22. September 1924, SZ-AAP/B2.3",de,22.9.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1626,Letter,https://gams.uni-graz.at/o:szd.1626,https://gams.uni-graz.at/o:szd.1626/DC,"Ansichtspostkarte an Richard Friedenthal, o. D., SZ-AAP/B2.39",de,,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1627,Letter,https://gams.uni-graz.at/o:szd.1627,https://gams.uni-graz.at/o:szd.1627/DC,"Brief an Richard Friedenthal vom 9. Oktober 1924, SZ-AAP/B2.4",de,9.10.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1628,Letter,https://gams.uni-graz.at/o:szd.1628,https://gams.uni-graz.at/o:szd.1628/DC,"Postkarte an Richard Friedenthal, o. D., SZ-AAP/B2.40",de,,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1629,Letter,https://gams.uni-graz.at/o:szd.1629,https://gams.uni-graz.at/o:szd.1629/DC,"Brief an Richard Friedenthal vom 18. November 1924, SZ-AAP/B2.5",de,18.11.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1630,Letter,https://gams.uni-graz.at/o:szd.1630,https://gams.uni-graz.at/o:szd.1630/DC,"Brief an Richard Friedenthal vom 10. Dezember 1924, SZ-AAP/B2.6",de,10.12.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1631,Letter,https://gams.uni-graz.at/o:szd.1631,https://gams.uni-graz.at/o:szd.1631/DC,"Postkarte an Richard Friedenthal vom 16. Dezember 1924, SZ-AAP/B2.7",de,16.12.1924,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1632,Letter,https://gams.uni-graz.at/o:szd.1632,https://gams.uni-graz.at/o:szd.1632/DC,"Brief an Richard Friedenthal vom 26. Januar 1925, SZ-AAP/B2.8",de,26.1.1925,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1633,Letter,https://gams.uni-graz.at/o:szd.1633,https://gams.uni-graz.at/o:szd.1633/DC,"Postkarte an Richard Friedenthal vom 5. März 1925, SZ-AAP/B2.9",de,5.3.1925,"Zweig, Stefan",Richard Friedenthal
LAS Salzburg,o:szd.1634,Letter,https://gams.uni-graz.at/o:szd.1634,https://gams.uni-graz.at/o:szd.1634/DC,"Brief an Stefan Zweig vom 10. August 1937, SZ-AAP/B8",en,10.8.1937,"Willert, Paul",
LAS Salzburg,o:szd.1635,Letter,https://gams.uni-graz.at/o:szd.1635,https://gams.uni-graz.at/o:szd.1635/DC,"Postkarte an Frans Masereel vom 1. August 1934, SZ-LAS/B1.51",de,1.8.1934,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1636,Letter,https://gams.uni-graz.at/o:szd.1636,https://gams.uni-graz.at/o:szd.1636/DC,"Brief an Frans Masereel vom 26. Juli 1935, SZ-LAS/B1.52",de,26.7.1935,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1637,Letter,https://gams.uni-graz.at/o:szd.1637,https://gams.uni-graz.at/o:szd.1637/DC,"Brief an Frans Masereel vom [9. Dezember 1935], SZ-LAS/B1.53",de,9.12.1935,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1638,Letter,https://gams.uni-graz.at/o:szd.1638,https://gams.uni-graz.at/o:szd.1638/DC,"Brief an Frans Masereel vom 7. Januar 1936, SZ-LAS/B1.54",de,7.1.1936,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1639,Letter,https://gams.uni-graz.at/o:szd.1639,https://gams.uni-graz.at/o:szd.1639/DC,"Brief an Frans Masereel vom [Januar 1936], SZ-LAS/B1.55",de,01.1936,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1640,Letter,https://gams.uni-graz.at/o:szd.1640,https://gams.uni-graz.at/o:szd.1640/DC,"Brief an Frans Masereel vom 22. Januar 1936, SZ-LAS/B1.56",de,22.1.1936,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1641,Letter,https://gams.uni-graz.at/o:szd.1641,https://gams.uni-graz.at/o:szd.1641/DC,"Brief an Frans Masereel vom [Juni 1939], SZ-LAS/B1.57",de,06.1939,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1642,Letter,https://gams.uni-graz.at/o:szd.1642,https://gams.uni-graz.at/o:szd.1642/DC,"Brief an Frans Masereel vom [Juni 1939], SZ-LAS/B1.58",de,06.1939,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1643,Letter,https://gams.uni-graz.at/o:szd.1643,https://gams.uni-graz.at/o:szd.1643/DC,"Brief an Frans Masereel vom [August 1939], SZ-LAS/B1.59",de,08.1939,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1644,Letter,https://gams.uni-graz.at/o:szd.1644,https://gams.uni-graz.at/o:szd.1644/DC,"Brief an Frans Masereel vom 10. Oktober 1939, SZ-LAS/B1.60",de,10.10.1939,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1645,Letter,https://gams.uni-graz.at/o:szd.1645,https://gams.uni-graz.at/o:szd.1645/DC,"Brief an Frans Masereel vom [April 1940], SZ-LAS/B1.61",de,04.1940,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1646,Letter,https://gams.uni-graz.at/o:szd.1646,https://gams.uni-graz.at/o:szd.1646/DC,"Brief an Frans Masereel vom 23. November 1940, SZ-LAS/B1.62",de,23.11.1940,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1647,Letter,https://gams.uni-graz.at/o:szd.1647,https://gams.uni-graz.at/o:szd.1647/DC,"Brief an Frans Masereel vom 3. Juli 1941, SZ-LAS/B1.63",de,3.7.1941,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1648,Letter,https://gams.uni-graz.at/o:szd.1648,https://gams.uni-graz.at/o:szd.1648/DC,"Brief an Frans Masereel vom 1. August 1941, SZ-LAS/B1.64",de,1.8.1941,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1649,Letter,https://gams.uni-graz.at/o:szd.1649,https://gams.uni-graz.at/o:szd.1649/DC,"Brief an Frans Masereel vom [15. August 1941], SZ-LAS/B1.65",de,15.8.1941,"Zweig, Stefan","Masereel, Frans"
LAS Salzburg,o:szd.1650,Letter,https://gams.uni-graz.at/o:szd.1650,https://gams.uni-graz.at/o:szd.1650/DC,"Brief an Stefan Zweig vom 20. August 1937, SZ-LAS/B2.2",de,20.8.1937,"Romains, Jules",
LAS Salzburg,o:szd.1651,Letter,https://gams.uni-graz.at/o:szd.1651,https://gams.uni-graz.at/o:szd.1651/DC,"Brief an Stefan Zweig vom 1. Oktober 1937, SZ-LAS/B2.3",de,1.10.1937,"Romains, Jules",
LAS Salzburg,o:szd.1652,Letter,https://gams.uni-graz.at/o:szd.1652,https://gams.uni-graz.at/o:szd.1652/DC,"Brief an Stefan Zweig vom 7. Oktober 1937, SZ-LAS/B2.4",de,7.10.1937,"Romains, Jules",
LAS Salzburg,o:szd.1653,Letter,https://gams.uni-graz.at/o:szd.1653,https://gams.uni-graz.at/o:szd.1653/DC,"Brief an Stefan Zweig vom 3. Juli 1939, SZ-LAS/B2.5",de,3.7.1937,"Romains, Jules",
LAS Salzburg,o:szd.1654,Postcard,https://gams.uni-graz.at/o:szd.1654,https://gams.uni-graz.at/o:szd.1654/DC,"Stone and Blyth Gesellschaft M. B. H. an Stefan Zweig, SZ-SAM/AK.228",de,16.8.1934,Stone and Blyth Gesellschaft M. B. H.,
LAS Salzburg,o:szd.1655,Postcard,https://gams.uni-graz.at/o:szd.1655,https://gams.uni-graz.at/o:szd.1655/DC,"Otto Weddigen an Stefan Zweig, o. D., SZ-SAM/AK.243",de,,"Weddigen, Otto",
LAS Salzburg,o:szd.1656,Postcard,https://gams.uni-graz.at/o:szd.1656,https://gams.uni-graz.at/o:szd.1656/DC,"Victor Wittkowski an Stefan Zweig, o. D., SZ-SAM/AK.248",de,,"Wittkowski, Victor",
LAS Salzburg,o:szd.1657,Postcard,https://gams.uni-graz.at/o:szd.1657,https://gams.uni-graz.at/o:szd.1657/DC,"Unbekannt an Stefan Zweig, SZ-SAM/AK.287",de,23.9.1930,Unbekannt,
LAS Salzburg,o:szd.1658,Postcard,https://gams.uni-graz.at/o:szd.1658,https://gams.uni-graz.at/o:szd.1658/DC,"Ephraim Mose Lilien an Stefan Zweig, SZ-SAM/AK.288",de,18.9.1906,"Lilien, Ephraim Mose",
LAS Salzburg,o:szd.1659,Postcard,https://gams.uni-graz.at/o:szd.1659,https://gams.uni-graz.at/o:szd.1659/DC,"Unbekannt an Stefan Zweig, SZ-SAM/AK.289",de,2.10.1918,Unbekannt,
LAS Salzburg,o:szd.1660,Postcard,https://gams.uni-graz.at/o:szd.1660,https://gams.uni-graz.at/o:szd.1660/DC,"Unbekannt an Stefan Zweig, SZ-SAM/AK.291",de,26.5.1912,Unbekannt,
LAS Salzburg,o:szd.1661,Postcard,https://gams.uni-graz.at/o:szd.1661,https://gams.uni-graz.at/o:szd.1661/DC,"Bad Schallerbach, Werbepostkarte an Friderike Zweig, SZ-SAM/AK.294",de,27.5.1938,Bad Schallerbach,"Zweig, Friderike"
LAS Salzburg,o:szd.1662,Postcard,https://gams.uni-graz.at/o:szd.1662,https://gams.uni-graz.at/o:szd.1662/DC,"Katharina Kippenberg an Stefan Zweig, SZ-SAM/AK.295",de,9.9.1930,"Kippenberg, Katharina",
LAS Salzburg,o:szd.1663,Postcard,https://gams.uni-graz.at/o:szd.1663,https://gams.uni-graz.at/o:szd.1663/DC,"Gisella Selden-Goth an Friderike Zweig, SZ-SAM/AK.296",de,23.2.1935,"Selden-Goth, Gisella","Zweig, Friderike"
LAS Salzburg,o:szd.1664,Postcard,https://gams.uni-graz.at/o:szd.1664,https://gams.uni-graz.at/o:szd.1664/DC,"Yella Hertzka an Friderike Zweig, SZ-SAM/AK.297",de,16.3.1929,"Hertzka, Yella","Zweig, Friderike"
LAS Salzburg,o:szd.1665,Postcard,https://gams.uni-graz.at/o:szd.1665,https://gams.uni-graz.at/o:szd.1665/DC,"Unbekannt an Friderike Zweig, SZ-SAM/AK.298",de,7.3.1927,Unbekannt,"Zweig, Friderike"
LAS Salzburg,o:szd.1666,Postcard,https://gams.uni-graz.at/o:szd.1666,https://gams.uni-graz.at/o:szd.1666/DC,"Unbekannt an Friderike Zweig, SZ-SAM/AK.299",de,31.8.1934,Unbekannt,"Zweig, Friderike"
LAS Salzburg,o:szd.1667,Postcard,https://gams.uni-graz.at/o:szd.1667,https://gams.uni-graz.at/o:szd.1667/DC,"Stefanie und Alfred Zweig an Friderike Zweig, SZ-SAM/AK.300",de,21.6.1930,Stefanie und Alfred Zweig,"Zweig, Friderike"
LAS Salzburg,o:szd.1668,Postcard,https://gams.uni-graz.at/o:szd.1668,https://gams.uni-graz.at/o:szd.1668/DC,"Berta Burgio-Ahrens an Stefan Zweig, SZ-SAM/AK.35",de,26.11.1928,"Burgio-Ahrens, Berta",
LAS Salzburg,o:szd.1669,Postcard,https://gams.uni-graz.at/o:szd.1669,https://gams.uni-graz.at/o:szd.1669/DC,"Berta Burgio-Ahrens an Stefan Zweig, SZ-SAM/AK.36",de,17.9.1933,"Burgio-Ahrens, Berta",
LAS Salzburg,o:szd.1670,Postcard,https://gams.uni-graz.at/o:szd.1670,https://gams.uni-graz.at/o:szd.1670/DC,"Alfredo Cahn an Stefan Zweig, SZ-SAM/AK.37",de,29.12.1935,"Cahn, Alfredo",
LAS Salzburg,o:szd.1671,Postcard,https://gams.uni-graz.at/o:szd.1671,https://gams.uni-graz.at/o:szd.1671/DC,"Suzanne Clauser an Stefan Zweig, SZ-SAM/AK.38",de,4.9.1933,"Clauser, Suzanne",
LAS Salzburg,o:szd.1672,Postcard,https://gams.uni-graz.at/o:szd.1672,https://gams.uni-graz.at/o:szd.1672/DC,"Jüdischer Jugendverein an Stefan Zweig, SZ-SAM/AK.4",de,10.6.1930,Jüdischer Jugendverein,
LAS Salzburg,o:szd.1673,Postcard,https://gams.uni-graz.at/o:szd.1673,https://gams.uni-graz.at/o:szd.1673/DC,"Hilde Coste an Stefan Zweig, SZ-SAM/AK.40",de,14.8.1914,"Coste, Hilde",
LAS Salzburg,o:szd.1674,Postcard,https://gams.uni-graz.at/o:szd.1674,https://gams.uni-graz.at/o:szd.1674/DC,"Felix Grafe an Stefan Zweig, SZ-SAM/AK.74",de,19.7.1914,"Grafe, Felix",
LAS Salzburg,o:szd.1675,Postcard,https://gams.uni-graz.at/o:szd.1675,https://gams.uni-graz.at/o:szd.1675/DC,"Hermann Haase an Stefan Zweig, SZ-SAM/AK.75",de,17.7.1908,"Haase, Hermann",
LAS Salzburg,o:szd.1676,Postcard,https://gams.uni-graz.at/o:szd.1676,https://gams.uni-graz.at/o:szd.1676/DC,"Alzir Hella an Stefan Zweig, SZ-SAM/AK.76",de,6.2.1934,"Hella, Alzir",
LAS Salzburg,o:szd.1677,Postcard,https://gams.uni-graz.at/o:szd.1677,https://gams.uni-graz.at/o:szd.1677/DC,"Hermann Hesse an Stefan Zweig, SZ-SAM/AK.81",de,25.9.1922,"Hesse, Hermann",
LAS Salzburg,o:szd.1678,Postcard,https://gams.uni-graz.at/o:szd.1678,https://gams.uni-graz.at/o:szd.1678/DC,"Otto Heuschele an Stefan Zweig, SZ-SAM/AK.82",de,14.7.1925,"Heuschele, Otto",
LAS Salzburg,o:szd.1679,Postcard,https://gams.uni-graz.at/o:szd.1679,https://gams.uni-graz.at/o:szd.1679/DC,"Otto Heuschele an Stefan Zweig, SZ-SAM/AK.83",de,23.5.1927,"Heuschele, Otto",
LAS Salzburg,o:szd.1680,Postcard,https://gams.uni-graz.at/o:szd.1680,https://gams.uni-graz.at/o:szd.1680/DC,"Fritz Adolf Hünich an Stefan Zweig, SZ-SAM/AK.92",de,10.4.1930,"Hünich, Fritz Adolf",
LAS Salzburg,o:szd.1681,Postcard,https://gams.uni-graz.at/o:szd.1681,https://gams.uni-graz.at/o:szd.1681/DC,"Tóni Devora Hyrkan an Stefan Zweig, SZ-SAM/AK.93",de,4.12.1933,"Hyrkan, Tóni Devora",
LAS Salzburg,o:szd.1682,Postcard,https://gams.uni-graz.at/o:szd.1682,https://gams.uni-graz.at/o:szd.1682/DC,"Frederic Lewis Dunbar von Kalckreuth an Stefan Zweig, SZ-SAM/AK.94",de,4.1.1933,"Kalckreuth, Frederic Lewis Dunbar von",
LAS Salzburg,o:szd.1683,Postcard,https://gams.uni-graz.at/o:szd.1683,https://gams.uni-graz.at/o:szd.1683/DC,"Jenny Kiefer an Stefan Zweig, SZ-SAM/AK.96",de,1.9.1932,"Kiefer, Jenny",
LAS Salzburg,o:szd.1684,Letter,https://gams.uni-graz.at/o:szd.1684,https://gams.uni-graz.at/o:szd.1684/DC,"Postkarte an Anna Meingast vom 25. Oktober 1937, SZ-SAM/B7.100",de,25.10.1937,"Zweig, Stefan","Meingast, Anna"
