ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung erschlossen,Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
456,SZ-AAP/W-AA159.0,Unbekannt,,,,Unbekannt,"Ramuz, Pour",,,,,(Zum 60. Geburtstag),"Ramuz, Pour",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Ramuz, C. F.",http://d-nb.info/gnd/118598236,,,http://d-nb.info/gnd/1047605287,,,
457,SZ-AAP/W-AA159.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Zweig, Lotte",http://d-nb.info/gnd/116001151,Lotte Zweig,Pour Ramuz!,,,,,(zu R.'s 60. Geburtstag),"Ramuz, Pour",1938,,,1938,ger,"Zeitungsausschnitt, 3 Blatt","Newspaper clipping, 3 leaves",,,,,Violette Tinte,Purple ink,Lausanne,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Hommage à Ramuz, Lausanne: V. Porchet, 1938, S. 63–68","Ramuz, C. F.",http://d-nb.info/gnd/118598236,,,http://d-nb.info/gnd/1047605287,,,
458,SZ-AAP/W-AA160.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Rathenau, Walter",,,,,,"Rathenau, Walter",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Rathenau, Walter",http://d-nb.info/gnd/118598430,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Walter Rathenau""","Original inscription: ""Walter Rathenau""",
459,SZ-AAP/W-AA160.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Der Kaufmann und der Künstler. (Anläßlich Walter Rathenaus ""Reflexionen"".)",,,,,,"Rathenau, Walter",17. IX,18. 9. 1908,18. 9. 1908,1908-09-18,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 18. 9. 1908","Rathenau, Walter",http://d-nb.info/gnd/118598430,"Reflexionen, Leipzig: Hirzel, 1908",,http://d-nb.info/gnd/1047605287,,,
460,SZ-AAP/W-AA160.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Walter Rathenaus ""Kritik der Zeit"".",,,,,,"Rathenau, Walter",,12. 6. 1912,12. 6. 1912,1912-06-12,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 12. 6. 1912","Rathenau, Walter",http://d-nb.info/gnd/118598430,"Zur Kritik der Zeit, Berlin: S. Fischer, 1912",,http://d-nb.info/gnd/1047605287,,,
461,SZ-AAP/W-AA160.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Blick über die Zeit.,,,,,,"Rathenau, Walter",6. Sept. 17,,,1917-09-06,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Bleistift,Pencil,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 6. 9. 1917","Rathenau, Walter",http://d-nb.info/gnd/118598430,"Von kommenden Dingen, Berlin: S. Fischer, 1917",https://d-nb.info/1298688639,http://d-nb.info/gnd/1047605287,,,
462,SZ-AAP/W-AA160.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Walter Rathenau.,,,,,,"Rathenau, Walter",,1917,1917,1917,ger,"Korrekturfahne, 1 Blatt","Galley proofs, 1 leaf",1–4,1–4,,,,,,Archiv Atrium Press,Ankauf Christie's London 2014,Druckfahnen,Galley proofs,,"Rathenau, Walter",http://d-nb.info/gnd/118598430,,,http://d-nb.info/gnd/1047605287,"Abgedruckt in: Walter Rathenau, der Organisator der deutschen Kriegsrohstoffversorgung, Leipzig: Reclams Universum, 8. 3. 1917","Printed in: Walter Rathenau, der Organisator der deutschen Kriegsrohstoffversorgung, Leipzig: Reclams Universum, 8. 3. 1917",
463,SZ-AAP/W-AA161.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Reisen oder Gereist-Werden,,,,,,Reisen oder Gereist-Werden,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift, roter Buntstift","Purple ink, pencil, red pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Frühere Aufschrift: ""Reiseaufsätze""","Former inscription: ""Reiseaufsätze""",
464,SZ-AAP/W-AA161.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Reisen oder Gereist-Werden,,,,,,Reisen oder Gereist-Werden,1. Juli 1926.,,,1926-07-01,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Reclam Universum, Leipzig, 1. 7. 1926, S. 1051–1052",,,,,http://d-nb.info/gnd/1047605287,,,
465,SZ-AAP/W-AA162.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Revolte gegen die Langsamkeit,,,,,,Revolte gegen die Langsamkeit,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
466,SZ-AAP/W-AA162.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,"Stefan Zweig, Unbekannt",Revolte gegen die Langsamkeit. Epilogue aux elections allemandes,,,,,Stefan Zweig,Revolte gegen die Langsamkeit,,1931,1931,1931,ger,"Typoskriptdurchschlag, 6 Blatt, korrigiert","Typescript (carbon copy), 6 leaves, corrected",2–6,2–6,,,"Schwarzes Durchschlagpapier, violette Tinte","Black carbon paper, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,,,,,http://d-nb.info/gnd/1047605287,"Abgedruckt in: Die Zeitlupe, Berlin, 1931","Printed in: Die Zeitlupe, Berlin, 1931",
467,SZ-AAP/W-AA163.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Rilke, Rainer Maria",,,,,,"Rilke, Rainer Maria",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift, schwarze Tinte","Purple ink, pencil, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Rilke, Rainer Maria",http://d-nb.info/gnd/118601024,,,http://d-nb.info/gnd/1047605287,,,
468,SZ-AAP/W-AA163.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Rainer Maria Rilke. Das Buch der Bilder.,,,,,N. Hamb. Ztg,"Rilke, Rainer Maria",27. 9. 1902,,,1902-09-27,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Schwarze Tinte,Black ink,Hamburg,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Hamburger Zeitung, Hamburg, 27. 9. 1902","Rilke, Rainer Maria",http://d-nb.info/gnd/118601024,"Das Buch der Bilder. Gedichte, Berlin: Axel Juncker Verlag, 1902",https://d-nb.info/gnd/4500374-9,http://d-nb.info/gnd/1047605287,,,
469,SZ-AAP/W-AA163.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Verse eines Gottsuchers.,,,,,,"Rilke, Rainer Maria",,9. 6. 1906,9. 6. 1906,1906-06-09,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Nation, Berlin, 9. 6. 1906, S. 571–572","Rilke, Rainer Maria",http://d-nb.info/gnd/118601024,"Das Stundenbuch. (Vom mönchischen Leben, von der Pilgerschaft, von der Armut und dem Tode), Leipzig: Insel-Verlag, 1906",https://d-nb.info/361626436,http://d-nb.info/gnd/1047605287,,,
470,SZ-AAP/W-AA163.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Rilkes Neue Gedichte.,,,,,,"Rilke, Rainer Maria",,15. 12. 1908,15. 12. 1908,1908-12-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Literarische Echo, Berlin, 15. 12. 1908","Rilke, Rainer Maria",http://d-nb.info/gnd/118601024,"Neue Gedichte, Leipzig: Insel-Verlag, 1908",https://d-nb.info/560831196,http://d-nb.info/gnd/1047605287,,,
471,SZ-AAP/W-AA164.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Rimbaud, A.",,,,,,"Rimbaud, A.",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, blauer Buntstift","Purple ink, blue pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Rimbaud, Arthur",http://d-nb.info/gnd/118601032,,,http://d-nb.info/gnd/1047605287,,,
472,SZ-AAP/W-AA164.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Habent sulla fata libelli. Die Geschichte eines bibliophilen Wettersturzes.,,,,,Voss Ztg,"Rimbaud, A.",22/IV. 14.,,,1914-04-22,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vossische Zeitung, Berlin, 22. 4. 1914","Rimbaud, Arthur",http://d-nb.info/gnd/118601032,"Une saison en enfer, Brüssel: Alliance typographique, 1873",https://d-nb.info/gnd/4374009-1,http://d-nb.info/gnd/1047605287,,,
473,SZ-AAP/W-AA165.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Rolland, Romain",,,,,,"Rolland, Romain",,,,,ger,"Manuskript, 1 Blatt, korrigiert","Manuscript, 1 leaf, corrected",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Rolland, Romain",http://d-nb.info/gnd/118602330,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Rundfragen""","Original inscription: ""Rundfragen""",
474,SZ-AAP/W-AA165.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Brief an Romain Rolland.,,,,,Berl. Tageblatt,"Rolland, Romain",22. XII 1912.,,,1912-12-22,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 22. 12. 1912","Rolland, Romain",http://d-nb.info/gnd/118602330,"Jean-Christophe, Paris: Cahiers de la Quinzaine, 1904-1912",https://d-nb.info/gnd/4487850-3,http://d-nb.info/gnd/1047605287,,,
475,SZ-AAP/W-AA165.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Romain Rolland und der Ruhm.,,,,,NFrPresse,"Rolland, Romain",20/III. 1914.,,,1914-03-20,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 20. 3. 1914","Rolland, Romain",http://d-nb.info/gnd/118602330,"Johann Christof, Berlin: Rütten & Loening, 1922",https://d-nb.info/560835604,http://d-nb.info/gnd/1047605287,,,
476,SZ-AAP/W-AA165.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Romain Rollands neuer Roman.,,,,,,"Rolland, Romain",,2. 12. 1923,2. 12. 1923,1923-12-02,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 2. 12. 1923","Rolland, Romain",http://d-nb.info/gnd/118602330,"Annette et Sylvie, Paris: Ollendorff, 1922 (L'Âme enchantée, Bd. 1)",,http://d-nb.info/gnd/1047605287,,,
477,SZ-AAP/W-AA165.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,,Romain Rolland,,,,"Aufsatz eingesandt an Cranbrook-School, Michigan 25 IV 1930","Rolland, Romain",25. IV 1930,,,1930-04-25,ger,"Typoskriptdurchschlag, 2 Blatt, korrigiert","Typescript (carbon copy), 2 leaves, corrected",2,2,,,"Violettes Durchschlagpapier, Bleistift, schwarze Tinte, violette Tinte","Purple carbon paper, pencil, black ink, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Rolland, Romain",http://d-nb.info/gnd/118602330,,,http://d-nb.info/gnd/1047605287,,,
478,SZ-AAP/W-AA165.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Zweig, Lotte",http://d-nb.info/gnd/116001151,"Stefan Zweig, Lotte Zweig",Romain Rolland. Zum 70. Geburtstag,,,,,,"Rolland, Romain",,Januar 1936,January 1936,1936-01,ger,"Typoskript, 5 Blatt, korrigiert","Typescript, 5 leaves, corrected",II–V,II–V,,,"Schwarzes Farbband, schwarze Tinte, violette Tinte, roter Buntstift","Black ribbon, black ink, purple ink, red pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Rolland, Romain",http://d-nb.info/gnd/118602330,,,http://d-nb.info/gnd/1047605287,"Text später auf Deutsch abgedruckt als Dank an Romain Rolland in Pester Lloyd, 26. Januar 1936, und in französischer Übersetzung von Alzir Hella als Reconnaissance in Vendredi, 24. Januar 1936.","Text later printed in German as Dank an Romain Rolland in Pester Lloyd, 26 January 1936, and in French translation by Alzir Hella as Reconnaissance in Vendredi, 24 January 1936.",
479,SZ-AAP/W-AA165.6,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Zweig, Lotte",http://d-nb.info/gnd/116001151,Lotte Zweig,Romain Rolland. Zum 70. Geburtstag,,,,,,"Rolland, Romain",,Januar 1936,January 1936,1936-01,ger,"Typoskriptdurchschlag, 6 Blatt, korrigiert","Typescript (carbon copy), 6 leaves, corrected",II–VI,II–VI,,,"Schwarzes Durchschlagpapier, schwarze  Tinte","Black carbon paper, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Rolland, Romain",http://d-nb.info/gnd/118602330,,,http://d-nb.info/gnd/1047605287,"Text später auf Deutsch abgedruckt als Dank an Romain Rolland in Pester Lloyd, 26. Januar 1936, und in französischer Übersetzung von Alzir Hella als Reconnaissance in Vendredi, 24. Januar 1936.","Text later printed in German as Dank an Romain Rolland in Pester Lloyd, 26 January 1936, and in French translation by Alzir Hella as Reconnaissance in Vendredi, 24 January 1936.",
480,SZ-AAP/W-AA166.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Romane, Zwei historische",,,,,,"Romane, Zwei historische",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Friedenthal, Richard; Mann, Klaus",http://d-nb.info/gnd/118535579; http://d-nb.info/gnd/118577158,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Zwei historische Romane""","Original inscription: ""Zwei historische Romane""",
481,SZ-AAP/W-AA166.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard; Unbekannt",http://d-nb.info/gnd/118535579; ,"Richard Friedenthal, Unbekannt","Zwei historische Romane. Richard Friedenthal: Der Eroberer, Klaus Mann: Alexandra",,,,,1929,"Romane, Zwei historische",1929,,,1929,ger,"Typoskript, 4 Blatt, korrigiert","Typescript, 4 leaves, corrected",2–4,2–4,,,"Violettes Farbband, violette Tinte, roter Kugelschreiber","Purple ribbon, purple ink, red ball point",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Friedenthal, Richard; Mann, Klaus",http://d-nb.info/gnd/118535579; http://d-nb.info/gnd/118577158,"Der Eroberer. Ein Cortes-Roman, Leipzig: Insel-Verlag, 1929; Alexander. Roman der Utopie, Berlin: S. Fischer, 1929",https://d-nb.info/57473161X; https://d-nb.info/574985115,http://d-nb.info/gnd/1047605287,,,
482,SZ-AAP/W-AA167.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Rosegger, Peter",,,,,,"Rosegger, Peter",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Rosegger, Peter",http://d-nb.info/gnd/118602667,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Peter Rosegger""","Original inscription: ""Peter Rosegger""",
483,SZ-AAP/W-AA167.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Der alte Heimgärtner.,,,,,NFrPr,"Rosegger, Peter",23/X 17,,,1917-10-23,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 23. 10. 1917","Rosegger, Peter",http://d-nb.info/gnd/118602667,,,http://d-nb.info/gnd/1047605287,,,
484,SZ-AAP/W-AA167.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,† Peter Rosegger.,,,,,,"Rosegger, Peter",27. VI. 18,,,1918-06-27,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Basel,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"National-Zeitung, Basel, 27. 6. 1918","Rosegger, Peter",http://d-nb.info/gnd/118602667,,,http://d-nb.info/gnd/1047605287,,,
485,SZ-AAP/W-AA168.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Roth, Josef",,,,,,"Roth, Josef",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Roth, Joseph",http://d-nb.info/gnd/118603140,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Josef Roth | Rechts und links""","Original inscription: ""Josef Roth | Rechts und links""",
486,SZ-AAP/W-AA168.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Meingast, Anna",http://d-nb.info/gnd/1080163751,Anna Meingast,"Josef Roth: ""Rechts und Links"".",,,,,,"Roth, Josef",,1929,1929,1929,ger,"Typoskriptdurchschlag, 4 Blatt, korrigiert","Typescript (carbon copy), 4 leaves, corrected",2–4,2–4,,,"Violettes Durchschlagpapier, violette Tinte","Purple carbon paper, purple ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Roth, Joseph",http://d-nb.info/gnd/118603140,"Rechts und links, Berlin: Gustav Kiepenheuer, 1929",https://d-nb.info/575905093,http://d-nb.info/gnd/1047605287,"Später veröffentlicht im Berliner Tageblatt, 7. Dezember 1929","Later published in the Berliner Tageblatt, 7 December 1929",
487,SZ-AAP/W-AA168.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Ein Hiob von heute.,,,,,N. F. Presse,"Roth, Josef",12. Oktober 1930,,,1930-10-12,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Schwarze Tinte,Black ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 12. 10. 1930","Roth, Joseph",http://d-nb.info/gnd/118603140,"Hiob, Berlin: Gustav Kiepenheuer, 1930",https://d-nb.info/gnd/4319450-3,http://d-nb.info/gnd/1047605287,,,
488,SZ-AAP/W-AA168.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Ascoli, Gracia",http://d-nb.info/gnd/127371354,Gracia Ascoli,Hommage a Joseph Roth,,,,,"Modeste offrance de la traductrice au grand écrivain ""international"", mais de ""langue allemande"". Gracia Ascoli","Roth, Josef",Juillet 1939,,,1939-07,fra,"Typoskriptdurchschlag, 16 Blatt, korrigiert","Typescript (carbon copy), 16 leaves, corrected",2–16,2–16,,,"Schwarzes Durchschlagpapier, schwarze  Tinte","Black carbon paper, black ink",London,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Roth, Joseph",http://d-nb.info/gnd/118603140,,,http://d-nb.info/gnd/1047605287,,,
489,SZ-AAP/W-AA168.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,Joseph Roth,,,,,für Sunday Times,"Roth, Josef",1939,,,1939,eng,"Typoskriptdurchschlag, 2 Blatt","Typescript (carbon copy), 2 leaves",,,,,"Schwarzes Durchschlagpapier, Bleistift, schwarze Tinte","Black carbon paper, pencil, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,"Roth, Joseph",http://d-nb.info/gnd/118603140,,,http://d-nb.info/gnd/1047605287,"Später veröffentlicht in Sunday Times, 28. Mai 1939","Later published in Sunday Times, 28 May 1939",
490,SZ-AAP/W-AA168.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Abschiedsrede,,,,,,"Roth, Josef",1. Juli 1939,,,1939-07-01,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Paris,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Österreichische Post, Paris, 1. 7. 1939, S. 1–2","Roth, Joseph",http://d-nb.info/gnd/118603140,,,http://d-nb.info/gnd/1047605287,,,
491,SZ-AAP/W-AA168.6,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,Stefan Zweig,Josef Roth,,,,,Eigener Vortrag (complett) und Notizen für weiteren Ausbau,"Roth, Josef",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Blauer Buntstift,Blue pencil,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Roth, Joseph",http://d-nb.info/gnd/118603140,,,http://d-nb.info/gnd/1047605287,Vortrag und Notizen sind nicht erhalten.,The lecture and notes have not been preserved.,
492,SZ-AAP/W-AA169.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Rousseau, Jean Jacques",,,,,,"Rousseau, Jean Jacques",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Rousseau, Jean-Jacques",http://d-nb.info/gnd/118603426,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Montmartrefest s Frankreich""","Original inscription: ""Montmartrefest s Frankreich""",
493,SZ-AAP/W-AA169.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Jean Jacques Rousseau. Zu seinem 150. Todestag am 2. Juli,,,,,,"Rousseau, Jean Jacques",28. Juni 1928.,,,1928-06-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Schwarze Tinte,Black ink,Lübeck,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Lübecker Volksbote, Lübeck, 28. 6. 1928","Rousseau, Jean-Jacques",http://d-nb.info/gnd/118603426,,,http://d-nb.info/gnd/1047605287,,,
494,SZ-AAP/W-AA170.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Rückkehr zum Märchen,,,,,,Rückkehr zum Märchen,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Märchen | Titel | Rückkehr zum Märchen""","Original inscription: ""Märchen | Titel | Rückkehr zum Märchen""",
495,SZ-AAP/W-AA170.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Rückkehr zum Märchen.,,,,,NFP.,Rückkehr zum Märchen,14/XII. 12.,,,1912-12-14,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 14. 12. 1912",,,,,http://d-nb.info/gnd/1047605287,,,
496,SZ-AAP/W-AA171.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Sammlung Morrison, Die",,,,,,"Sammlung Morrison, Die",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Morrison, Alfred",http://d-nb.info/gnd/124663680,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Die Sammlung Morrison""","Original inscription: ""Die Sammlung Morrison""",
